时间	A1	黑马线	趋势线  三条线的顺序一致，三条线各自的abs差值之和最小者为最类似的k线
2012-08-23	9.808	10.367	23.137
2012-08-24	8.107	9.614	18.909
2012-08-27	6.510	8.579	10.412
2012-08-28	6.724	7.961	7.468
2012-08-29	5.486	7.136	5.857
2012-08-30	5.760	6.677	4.413
2012-08-31	5.632	6.329	5.585
2012-09-03	6.325	6.328	7.566
2012-09-04	5.851	6.169	8.548
2012-09-05	5.308	5.882	6.719
2012-09-06	6.009	5.924	7.211
2012-09-07	13.603	8.484	20.478
2012-09-10	20.692	12.553	42.916
2012-09-11	25.035	16.714	60.824
2012-09-12	29.065	20.831	74.019
2012-09-13	30.790	24.150	80.768
2012-09-14	33.419	27.240	84.340
2012-09-17	31.318	28.599	80.426
2012-09-18	27.955	28.385	65.515
2012-09-19	26.273	27.681	52.866
2012-09-20	21.190	25.517	38.703
2012-09-21	17.801	22.945	23.262
2012-09-24	17.129	21.007	16.636
2012-09-25	16.189	19.401	14.554
2012-09-26	13.422	17.408	9.909
2012-09-27	16.445	17.087	11.606
2012-09-28	21.899	18.691	24.926
2012-10-08	25.077	20.819	36.960
2012-10-09	31.735	24.458	49.513
2012-10-10	37.537	28.818	64.652
2012-10-11	41.132	32.922	73.077
2012-10-12	44.799	36.881	76.355
2012-10-15	47.030	40.264	78.091
2012-10-16	48.828	43.119	78.736
2012-10-17	51.034	45.757	80.093
2012-10-18	55.739	49.084	85.697
2012-10-19	59.121	52.430	92.692
2012-10-22	62.329	55.730	97.257
2012-10-23	62.831	58.097	97.850
2012-10-24	63.406	59.867	95.309
2012-10-25	62.241	60.658	91.240
2012-10-26	57.319	59.545	80.595
2012-10-29	52.562	57.217	66.591
2012-10-30	49.141	54.525	56.301
2012-10-31	47.140	52.063	50.824
2012-11-01	49.549	51.225	53.528
2012-11-02	53.929	52.126	61.596
2012-11-05	58.886	54.380	66.590
2012-11-06	61.749	56.836	66.687
2012-11-07	64.002	59.225	64.710
2012-11-08	61.101	59.850	54.831
2012-11-09	58.445	59.382	39.006
2012-11-12	57.722	58.829	30.185
2012-11-13	52.831	56.830	21.336
2012-11-14	49.953	54.538	12.426
2012-11-15	44.197	51.091	5.957
2012-11-16	37.454	46.545	0.733
2012-11-19	32.811	41.967	0.711
2012-11-20	28.018	37.317	1.182
2012-11-21	27.106	33.914	4.358
2012-11-22	24.413	30.747	8.192
2012-11-23	23.830	28.441	10.908
2012-11-26	22.039	26.307	13.465
2012-11-27	17.739	23.451	10.269
2012-11-28	14.792	20.565	5.283
2012-11-29	12.016	17.715	2.107
2012-11-30	11.912	15.781	2.072
2012-12-03	9.739	13.767	2.288
2012-12-04	10.515	12.683	3.232
2012-12-05	17.157	14.174	14.424
2012-12-06	22.187	16.845	30.705
2012-12-07	29.664	21.118	49.414
2012-12-10	37.976	26.737	70.885
2012-12-11	43.664	32.380	86.030
2012-12-12	49.066	37.942	95.458
2012-12-13	51.134	42.339	99.248
2012-12-14	60.723	48.467	101.820
2012-12-17	67.740	54.891	106.109
2012-12-18	72.377	60.720	106.691
2012-12-19	76.069	65.836	105.414
2012-12-20	79.544	70.405	104.491
2012-12-21	80.556	73.789	102.050
2012-12-24	81.843	76.473	98.582
2012-12-25	84.983	79.310	98.555
2012-12-26	87.887	82.169	100.880
2012-12-27	88.289	84.209	100.620
2012-12-28	90.517	86.312	100.174
2012-12-31	92.390	88.338	101.742
2013-01-04	92.809	89.828	101.588
2013-01-07	93.627	91.095	100.623
2013-01-08	93.745	91.978	99.435
2013-01-09	93.798	92.585	97.569
2013-01-10	94.320	93.163	96.587
2013-01-11	92.392	92.906	92.724
2013-01-14	93.594	93.135	90.637
2013-01-15	94.505	93.592	93.363
2013-01-16	94.389	93.858	93.924
2013-01-17	93.014	93.576	89.544
2013-01-18	93.591	93.581	86.585
2013-01-21	94.635	93.933	89.375
2013-01-22	94.638	94.168	90.842
2013-01-23	94.939	94.425	90.724
2013-01-24	93.033	93.961	87.035
2013-01-25	90.961	92.961	79.199
2013-01-28	91.974	92.632	77.555
2013-01-29	93.347	92.870	82.886
2013-01-30	94.618	93.453	88.708
2013-01-31	95.405	94.104	92.549
2013-02-01	96.234	94.814	95.087
2013-02-04	96.489	95.372	96.384
2013-02-05	96.896	95.880	96.699
2013-02-06	97.222	96.327	97.345
2013-02-07	96.835	96.497	96.096
2013-02-08	97.037	96.677	94.824
2013-02-18	96.691	96.682	93.922
2013-02-19	94.854	96.073	86.647
2013-02-20	93.961	95.369	78.033
2013-02-21	90.370	93.702	65.095
2013-02-22	87.021	91.475	45.006
2013-02-25	84.813	89.254	30.397
2013-02-26	81.735	86.748	17.919
2013-02-27	80.075	84.524	8.263
2013-02-28	80.862	83.303	11.941
2013-03-01	81.095	82.567	21.289
2013-03-04	76.837	80.657	19.478
2013-03-05	75.839	79.051	16.696
2013-03-06	75.604	77.902	23.541
2013-03-07	74.228	76.678	28.412
2013-03-08	72.833	75.396	28.802
2013-03-11	71.300	74.031	27.710
2013-03-12	68.764	72.275	23.503
2013-03-13	63.030	69.193	16.137
2013-03-14	58.860	65.749	10.035
2013-03-15	56.063	62.520	7.981
2013-03-18	51.282	58.774	5.082
2013-03-19	48.448	55.332	3.053
2013-03-20	50.204	53.623	12.669
2013-03-21	52.070	53.105	30.018
2013-03-22	51.979	52.730	45.971
2013-03-25	51.776	52.412	58.124
2013-03-26	49.200	51.341	61.562
2013-03-27	45.868	49.517	59.683
2013-03-28	37.097	45.377	48.668
2013-03-29	30.401	40.385	31.397
2013-04-01	24.973	35.248	19.924
2013-04-02	20.629	30.375	12.106
2013-04-03	17.211	25.987	6.985
2013-04-08	16.110	22.694	6.350
2013-04-09	16.304	20.564	10.719
2013-04-10	16.485	19.204	16.014
2013-04-11	16.132	18.180	19.048
2013-04-12	14.883	17.081	18.768
2013-04-15	12.246	15.470	14.238
2013-04-16	11.881	14.273	11.255
2013-04-17	11.513	13.353	12.024
2013-04-18	11.491	12.733	13.004
2013-04-19	14.846	13.437	19.744
